ts,inverter_id,panel_id,GHI,P_DC_kW,rated_kw,status,AmbientTemp_C,P_AC_kW,Energy_increment_kWh,Total_energy_kWh,transformer_loss_kw,transformer_eff,battery_soc,battery_voltage,battery_temp_c,battery_power_kw
2026-01-05T15:26:24,INV-05,"PV-09,PV-10",609.02,62.528,100.0,Running,28.57,61.377,0.085245,4.843594,,,,,,
2026-01-05T15:26:24,PLANT_SUMMARY,,609.02,305.519,500.0,Running,28.57,292.206,0.405841,24.009,7.423,0.9746,49.83,564.72,25.05,0.0
2026-01-05T15:26:29,INV-01,"PV-01,PV-02",506.13,48.944,100.0,Running,26.85,45.422,0.063086,4.826815,,,,,,
2026-01-05T15:26:29,INV-02,"PV-03,PV-04",506.13,48.465,100.0,Running,28.43,48.021,0.066695,4.857631,,,,,,
2026-01-05T15:26:29,INV-03,"PV-05,PV-06",506.13,48.093,100.0,Running,27.15,45.936,0.063799,4.847238,,,,,,
2026-01-05T15:26:29,INV-04,"PV-07,PV-08",506.13,48.847,100.0,Running,25.7,46.537,0.064635,4.891936,,,,,,
2026-01-05T15:26:29,INV-05,"PV-09,PV-10",506.13,48.209,100.0,Running,29.62,44.972,0.062461,4.906055,,,,,,
2026-01-05T15:26:29,PLANT_SUMMARY,,506.13,242.558,500.0,Running,29.62,250.0,0.347222,24.329676,7.042,0.9718,49.82,564.69,25.05,-19.113
2026-01-05T15:26:34,INV-01,"PV-01,PV-02",508.32,48.772,100.0,Running,28.16,44.947,0.062426,4.889241,,,,,,
2026-01-05T15:26:34,INV-02,"PV-03,PV-04",508.32,50.416,100.0,Running,23.05,47.682,0.066225,4.923857,,,,,,
2026-01-05T15:26:34,INV-03,"PV-05,PV-06",508.32,52.309,100.0,Running,25.5,50.129,0.069624,4.916863,,,,,,
2026-01-05T15:26:34,INV-04,"PV-07,PV-08",508.32,49.411,100.0,Running,27.13,45.471,0.063155,4.955091,,,,,,
2026-01-05T15:26:34,INV-05,"PV-09,PV-10",508.32,48.471,100.0,Running,30.29,45.269,0.062873,4.968929,,,,,,
2026-01-05T15:26:34,PLANT_SUMMARY,,508.32,249.379,500.0,Running,30.29,250.0,0.347222,24.653981,7.042,0.9718,49.81,564.68,25.05,-16.501
2026-01-05T15:26:39,INV-01,"PV-01,PV-02",544.62,52.246,100.0,Running,30.0,47.754,0.066325,4.955566,,,,,,
2026-01-05T15:26:39,INV-02,"PV-03,PV-04",544.62,53.11,100.0,Running,28.41,50.652,0.07035,4.994207,,,,,,
2026-01-05T15:26:39,INV-03,"PV-05,PV-06",544.62,51.183,100.0,Running,25.08,49.548,0.068817,4.98568,,,,,,
2026-01-05T15:26:39,INV-04,"PV-07,PV-08",544.62,52.876,100.0,Running,26.94,51.347,0.071315,5.026406,,,,,,
2026-01-05T15:26:39,INV-05,"PV-09,PV-10",544.62,52.427,100.0,Running,28.05,49.468,0.068706,5.037634,,,,,,
2026-01-05T15:26:39,PLANT_SUMMARY,,544.62,261.842,500.0,Running,28.05,250.0,0.347222,24.999493,7.042,0.9718,49.81,564.67,25.06,-1.231
2026-01-05T15:26:44,INV-01,"PV-01,PV-02",497.66,51.515,100.0,Running,27.15,47.076,0.065383,5.020949,,,,,,
2026-01-05T15:26:44,INV-02,"PV-03,PV-04",497.66,48.564,100.0,Running,29.9,43.629,0.060596,5.054803,,,,,,
2026-01-05T15:26:44,INV-03,"PV-05,PV-06",497.66,49.993,100.0,Running,25.86,45.707,0.063482,5.049162,,,,,,
2026-01-05T15:26:44,INV-04,"PV-07,PV-08",497.66,46.602,100.0,Running,30.02,43.36,0.060222,5.086628,,,,,,
2026-01-05T15:26:44,INV-05,"PV-09,PV-10",497.66,48.392,100.0,Running,28.03,45.371,0.063016,5.10065,,,,,,
2026-01-05T15:26:44,PLANT_SUMMARY,,497.66,245.066,500.0,Running,28.03,250.0,0.347222,25.312191,7.042,0.9718,49.79,564.65,25.02,-24.857
2026-01-05T15:26:49,INV-01,"PV-01,PV-02",580.8,56.284,100.0,Running,29.82,52.848,0.0734,5.094349,,,,,,
2026-01-05T15:26:49,INV-02,"PV-03,PV-04",580.8,56.385,100.0,Running,24.39,51.89,0.072069,5.126872,,,,,,
2026-01-05T15:26:49,INV-03,"PV-05,PV-06",580.8,58.474,100.0,Running,25.08,55.699,0.07736,5.126522,,,,,,
2026-01-05T15:26:49,INV-04,"PV-07,PV-08",580.8,57.227,100.0,Running,30.62,53.425,0.074201,5.160829,,,,,,
2026-01-05T15:26:49,INV-05,"PV-09,PV-10",580.8,57.34,100.0,Running,23.87,53.851,0.074793,5.175442,,,,,,
2026-01-05T15:26:49,PLANT_SUMMARY,,580.8,285.71,500.0,Running,23.87,267.712,0.371822,25.684013,7.194,0.9731,49.79,564.65,25.0,0.0
2026-01-05T15:26:54,INV-01,"PV-01,PV-02",529.18,53.399,100.0,Running,29.72,49.301,0.068474,5.162822,,,,,,
2026-01-05T15:26:54,INV-02,"PV-03,PV-04",529.18,49.746,100.0,Running,24.92,49.89,0.069291,5.196163,,,,,,
2026-01-05T15:26:54,INV-03,"PV-05,PV-06",529.18,50.469,100.0,Running,24.46,48.214,0.066964,5.193486,,,,,,
2026-01-05T15:26:54,INV-04,"PV-07,PV-08",529.18,54.638,100.0,Running,31.01,50.987,0.070815,5.231644,,,,,,
2026-01-05T15:26:54,INV-05,"PV-09,PV-10",529.18,54.887,100.0,Running,26.69,51.065,0.070924,5.246366,,,,,,
2026-01-05T15:26:54,PLANT_SUMMARY,,529.18,263.139,500.0,Running,26.69,250.0,0.347222,26.030481,7.042,0.9718,49.79,564.64,24.98,-0.543
2026-01-05T15:26:59,INV-01,"PV-01,PV-02",573.76,57.462,100.0,Running,29.58,53.84,0.074778,5.2376,,,,,,
2026-01-05T15:26:59,INV-02,"PV-03,PV-04",573.76,55.642,100.0,Running,29.86,51.465,0.071479,5.267642,,,,,,
2026-01-05T15:26:59,INV-03,"PV-05,PV-06",573.76,54.439,100.0,Running,28.58,51.072,0.070934,5.264419,,,,,,
2026-01-05T15:26:59,INV-04,"PV-07,PV-08",573.76,57.123,100.0,Running,29.8,52.995,0.073605,5.305249,,,,,,
2026-01-05T15:26:59,INV-05,"PV-09,PV-10",573.76,57.379,100.0,Running,28.66,50.388,0.069983,5.316349,,,,,,
2026-01-05T15:26:59,PLANT_SUMMARY,,573.76,282.045,500.0,Running,28.66,259.761,0.360779,26.39126,7.125,0.9726,49.79,564.64,24.99,0.0
2026-01-05T15:27:04,INV-01,"PV-01,PV-02",567.26,56.375,100.0,Running,28.86,53.197,0.073885,5.311485,,,,,,
2026-01-05T15:27:04,INV-02,"PV-03,PV-04",567.26,56.043,100.0,Running,26.24,54.302,0.07542,5.343062,,,,,,
2026-01-05T15:27:04,INV-03,"PV-05,PV-06",567.26,53.973,100.0,Running,28.85,49.67,0.068987,5.333406,,,,,,
2026-01-05T15:27:04,INV-04,"PV-07,PV-08",567.26,54.208,100.0,Running,27.85,50.735,0.070466,5.375715,,,,,,
2026-01-05T15:27:04,INV-05,"PV-09,PV-10",567.26,57.147,100.0,Running,25.94,53.868,0.074817,5.391166,,,,,,
2026-01-05T15:27:04,PLANT_SUMMARY,,567.26,277.746,500.0,Running,25.94,261.773,0.363574,26.754834,7.142,0.9727,49.79,564.64,25.03,0.0
2026-01-05T15:27:09,INV-01,"PV-01,PV-02",491.11,47.328,100.0,Running,26.9,42.738,0.059358,5.370843,,,,,,
2026-01-05T15:27:09,INV-02,"PV-03,PV-04",491.11,49.697,100.0,Running,27.59,46.746,0.064926,5.407988,,,,,,
2026-01-05T15:27:09,INV-03,"PV-05,PV-06",491.11,45.8,100.0,Running,30.15,41.439,0.057555,5.390961,,,,,,
2026-01-05T15:27:09,INV-04,"PV-07,PV-08",491.11,46.45,100.0,Running,27.45,44.619,0.061971,5.437686,,,,,,
2026-01-05T15:27:09,INV-05,"PV-09,PV-10",491.11,48.753,100.0,Running,31.03,46.377,0.064413,5.455579,,,,,,
2026-01-05T15:27:09,PLANT_SUMMARY,,491.11,238.028,500.0,Running,31.03,250.0,0.347222,27.063056,7.042,0.9718,49.77,564.61,25.02,-28.08
2026-01-05T15:27:14,INV-01,"PV-01,PV-02",603.11,60.065,100.0,Running,25.53,56.189,0.078041,5.448883,,,,,,
2026-01-05T15:27:14,INV-02,"PV-03,PV-04",603.11,59.362,100.0,Running,27.46,55.454,0.077019,5.485006,,,,,,
2026-01-05T15:27:14,INV-03,"PV-05,PV-06",603.11,58.292,100.0,Running,27.74,53.781,0.074695,5.465656,,,,,,
2026-01-05T15:27:14,INV-04,"PV-07,PV-08",603.11,57.967,100.0,Running,29.68,52.507,0.072926,5.510612,,,,,,
2026-01-05T15:27:14,INV-05,"PV-09,PV-10",603.11,59.475,100.0,Running,25.79,57.541,0.079918,5.535497,,,,,,
2026-01-05T15:27:14,PLANT_SUMMARY,,603.11,295.161,500.0,Running,25.79,275.471,0.382598,27.445654,7.265,0.9736,49.77,564.61,25.0,0.0
2026-01-05T15:27:19,INV-01,"PV-01,PV-02",586.04,57.769,100.0,Running,27.61,54.534,0.075742,5.524625,,,,,,
2026-01-05T15:27:19,INV-02,"PV-03,PV-04",586.04,57.06,100.0,Running,27.84,53.271,0.073987,5.558994,,,,,,
2026-01-05T15:27:19,INV-03,"PV-05,PV-06",586.04,54.417,100.0,Running,27.15,50.766,0.070508,5.536164,,,,,,
2026-01-05T15:27:19,INV-04,"PV-07,PV-08",586.04,60.186,100.0,Running,21.76,57.197,0.07944,5.590052,,,,,,
2026-01-05T15:27:19,INV-05,"PV-09,PV-10",586.04,60.013,100.0,Running,26.33,55.252,0.076739,5.612236,,,,,,
2026-01-05T15:27:19,PLANT_SUMMARY,,586.04,289.445,500.0,Running,26.33,271.02,0.376416,27.82207,7.224,0.9733,49.77,564.61,24.99,0.0
2026-01-05T15:27:24,INV-01,"PV-01,PV-02",537.36,52.781,100.0,Running,29.05,50.446,0.070064,5.594689,,,,,,
2026-01-05T15:27:24,INV-02,"PV-03,PV-04",537.36,54.629,100.0,Running,24.69,50.914,0.070713,5.629707,,,,,,
2026-01-05T15:27:24,INV-03,"PV-05,PV-06",537.36,54.097,100.0,Running,28.71,49.694,0.069019,5.605184,,,,,,
2026-01-05T15:27:24,INV-04,"PV-07,PV-08",537.36,53.586,100.0,Running,24.6,50.951,0.070765,5.660817,,,,,,
2026-01-05T15:27:24,INV-05,"PV-09,PV-10",537.36,53.583,100.0,Running,25.42,49.186,0.068313,5.680549,,,,,,
2026-01-05T15:27:24,PLANT_SUMMARY,,537.36,268.676,500.0,Running,25.42,251.19,0.348875,28.170945,7.052,0.9719,49.77,564.61,25.01,0.0
2026-01-05T15:27:29,INV-01,"PV-01,PV-02",528.81,48.911,100.0,Running,28.86,46.44,0.0645,5.659189,,,,,,
2026-01-05T15:27:29,INV-02,"PV-03,PV-04",528.81,55.204,100.0,Running,26.95,52.245,0.072562,5.702269,,,,,,
2026-01-05T15:27:29,INV-03,"PV-05,PV-06",528.81,51.524,100.0,Running,27.63,50.012,0.069461,5.674644,,,,,,
2026-01-05T15:27:29,INV-04,"PV-07,PV-08",528.81,52.425,100.0,Running,29.41,47.534,0.066019,5.726836,,,,,,
2026-01-05T15:27:29,INV-05,"PV-09,PV-10",528.81,51.753,100.0,Running,27.78,48.869,0.067874,5.748423,,,,,,
2026-01-05T15:27:29,PLANT_SUMMARY,,528.81,259.817,500.0,Running,27.78,250.0,0.347222,28.511361,7.042,0.9718,49.77,564.61,24.99,-4.901
2026-01-05T15:27:34,INV-01,"PV-01,PV-02",514.49,49.47,100.0,Running,26.13,46.132,0.064072,5.723261,,,,,,
2026-01-05T15:27:34,INV-02,"PV-03,PV-04",514.49,51.32,100.0,Running,26.23,49.822,0.069198,5.771467,,,,,,
2026-01-05T15:27:34,INV-03,"PV-05,PV-06",514.49,49.594,100.0,Running,28.54,46.765,0.064951,5.739595,,,,,,
2026-01-05T15:27:34,INV-04,"PV-07,PV-08",514.49,50.931,100.0,Running,26.69,49.656,0.068967,5.795803,,,,,,
2026-01-05T15:27:34,INV-05,"PV-09,PV-10",514.49,50.261,100.0,Running,25.4,48.313,0.067101,5.815523,,,,,,
2026-01-05T15:27:34,PLANT_SUMMARY,,514.49,251.576,500.0,Running,25.4,250.0,0.347222,28.84565,7.042,0.9718,49.76,564.6,24.94,-9.312
2026-01-05T15:27:39,INV-01,"PV-01,PV-02",592.34,57.85,100.0,Running,27.07,56.078,0.077886,5.801148,,,,,,
2026-01-05T15:27:39,INV-02,"PV-03,PV-04",592.34,59.535,100.0,Running,26.3,56.165,0.078008,5.849474,,,,,,
2026-01-05T15:27:39,INV-03,"PV-05,PV-06",592.34,56.364,100.0,Running,24.58,53.245,0.073952,5.813547,,,,,,
2026-01-05T15:27:39,INV-04,"PV-07,PV-08",592.34,60.455,100.0,Running,28.32,57.111,0.079321,5.875124,,,,,,
2026-01-05T15:27:39,INV-05,"PV-09,PV-10",592.34,57.401,100.0,Running,24.23,55.062,0.076474,5.891998,,,,,,
2026-01-05T15:27:39,PLANT_SUMMARY,,592.34,291.605,500.0,Running,24.23,277.661,0.385641,29.231291,7.285,0.9738,49.76,564.6,24.94,0.0
2026-01-05T15:27:44,INV-01,"PV-01,PV-02",566.27,56.163,100.0,Running,29.78,52.591,0.073042,5.87419,,,,,,
2026-01-05T15:27:44,INV-02,"PV-03,PV-04",566.27,54.867,100.0,Running,25.02,51.775,0.07191,5.921384,,,,,,
2026-01-05T15:27:44,INV-03,"PV-05,PV-06",566.27,56.046,100.0,Running,27.43,53.413,0.074185,5.887732,,,,,,
2026-01-05T15:27:44,INV-04,"PV-07,PV-08",566.27,52.997,100.0,Running,27.01,48.627,0.067537,5.942661,,,,,,
2026-01-05T15:27:44,INV-05,"PV-09,PV-10",566.27,58.012,100.0,Running,28.64,54.846,0.076175,5.968173,,,,,,
2026-01-05T15:27:44,PLANT_SUMMARY,,566.27,278.085,500.0,Running,28.64,261.252,0.36285,29.594141,7.138,0.9727,49.76,564.6,24.92,0.0
2026-01-05T15:27:49,INV-01,"PV-01,PV-02",539.64,54.885,100.0,Running,23.7,53.247,0.073954,5.948144,,,,,,
2026-01-05T15:27:49,INV-02,"PV-03,PV-04",539.64,51.799,100.0,Running,28.24,46.956,0.065216,5.986601,,,,,,
2026-01-05T15:27:49,INV-03,"PV-05,PV-06",539.64,53.493,100.0,Running,25.01,51.599,0.071665,5.959397,,,,,,
2026-01-05T15:27:49,INV-04,"PV-07,PV-08",539.64,53.609,100.0,Running,24.38,50.963,0.070783,6.013444,,,,,,
2026-01-05T15:27:49,INV-05,"PV-09,PV-10",539.64,53.768,100.0,Running,26.62,51.483,0.071504,6.039677,,,,,,
2026-01-05T15:27:49,PLANT_SUMMARY,,539.64,267.554,500.0,Running,26.62,254.247,0.353122,29.947263,7.077,0.9722,49.76,564.6,24.94,0.0
2026-01-05T15:27:54,INV-01,"PV-01,PV-02",641.84,65.249,100.0,Running,24.78,61.268,0.085094,6.033238,,,,,,
2026-01-05T15:27:54,INV-02,"PV-03,PV-04",641.84,65.131,100.0,Running,25.38,58.394,0.081103,6.067704,,,,,,
2026-01-05T15:27:54,INV-03,"PV-05,PV-06",641.84,64.339,100.0,Running,27.83,59.822,0.083086,6.042483,,,,,,
2026-01-05T15:27:54,INV-04,"PV-07,PV-08",641.84,61.917,100.0,Running,29.34,58.627,0.081426,6.09487,,,,,,
2026-01-05T15:27:54,INV-05,"PV-09,PV-10",641.84,58.969,100.0,Running,29.81,55.068,0.076484,6.116161,,,,,,
2026-01-05T15:27:54,PLANT_SUMMARY,,641.84,315.605,500.0,Running,29.81,293.179,0.407193,30.354456,7.433,0.9746,49.76,564.6,24.91,0.0
2026-01-05T15:27:59,INV-01,"PV-01,PV-02",536.83,52.459,100.0,Running,23.98,49.125,0.068229,6.101467,,,,,,
2026-01-05T15:27:59,INV-02,"PV-03,PV-04",536.83,51.92,100.0,Running,29.16,49.096,0.068189,6.135892,,,,,,
2026-01-05T15:27:59,INV-03,"PV-05,PV-06",536.83,50.276,100.0,Running,29.0,46.75,0.06493,6.107414,,,,,,
2026-01-05T15:27:59,INV-04,"PV-07,PV-08",536.83,52.105,100.0,Running,30.35,46.687,0.064842,6.159712,,,,,,
2026-01-05T15:27:59,INV-05,"PV-09,PV-10",536.83,53.821,100.0,Running,27.6,49.737,0.06908,6.185241,,,,,,
2026-01-05T15:27:59,PLANT_SUMMARY,,536.83,260.581,500.0,Running,27.6,250.0,0.347222,30.689726,7.042,0.9718,49.76,564.59,24.93,-8.605
2026-01-05T15:28:04,INV-01,"PV-01,PV-02",544.43,51.74,100.0,Running,29.38,49.122,0.068225,6.169692,,,,,,
2026-01-05T15:28:04,INV-02,"PV-03,PV-04",544.43,55.275,100.0,Running,27.24,52.77,0.073292,6.209184,,,,,,
2026-01-05T15:28:04,INV-03,"PV-05,PV-06",544.43,54.265,100.0,Running,28.23,50.311,0.069877,6.17729,,,,,,
2026-01-05T15:28:04,INV-04,"PV-07,PV-08",544.43,49.799,100.0,Running,28.47,47.084,0.065395,6.225107,,,,,,
2026-01-05T15:28:04,INV-05,"PV-09,PV-10",544.43,54.703,100.0,Running,28.95,51.83,0.071986,6.257227,,,,,,
2026-01-05T15:28:04,PLANT_SUMMARY,,544.43,265.782,500.0,Running,28.95,251.118,0.348775,31.038501,7.051,0.9719,49.76,564.59,24.94,0.0
2026-01-05T15:28:09,INV-01,"PV-01,PV-02",506.03,51.154,100.0,Running,27.4,47.46,0.065917,6.235609,,,,,,
2026-01-05T15:28:09,INV-02,"PV-03,PV-04",506.03,49.221,100.0,Running,26.91,46.665,0.064813,6.273997,,,,,,
2026-01-05T15:28:09,INV-03,"PV-05,PV-06",506.03,47.693,100.0,Running,23.08,46.355,0.064382,6.241672,,,,,,
2026-01-05T15:28:09,INV-04,"PV-07,PV-08",506.03,51.073,100.0,Running,25.15,47.456,0.065912,6.291019,,,,,,
2026-01-05T15:28:09,INV-05,"PV-09,PV-10",506.03,50.148,100.0,Running,29.51,47.389,0.065818,6.323045,,,,,,
2026-01-05T15:28:09,PLANT_SUMMARY,,506.03,249.289,500.0,Running,29.51,250.0,0.347222,31.365343,7.042,0.9718,49.75,564.57,24.94,-14.674
2026-01-05T15:28:14,INV-01,"PV-01,PV-02",626.96,59.383,100.0,Running,29.25,57.571,0.07996,6.315569,,,,,,
2026-01-05T15:28:14,INV-02,"PV-03,PV-04",626.96,61.627,100.0,Running,26.07,58.103,0.080699,6.354696,,,,,,
2026-01-05T15:28:14,INV-03,"PV-05,PV-06",626.96,61.069,100.0,Running,26.29,59.401,0.082502,6.324174,,,,,,
2026-01-05T15:28:14,INV-04,"PV-07,PV-08",626.96,59.494,100.0,Running,29.68,55.041,0.076446,6.367465,,,,,,
2026-01-05T15:28:14,INV-05,"PV-09,PV-10",626.96,60.37,100.0,Running,24.74,56.996,0.079161,6.402206,,,,,,
2026-01-05T15:28:14,PLANT_SUMMARY,,626.96,301.943,500.0,Running,24.74,287.113,0.398768,31.764111,7.374,0.9743,49.75,564.57,24.96,0.0
2026-01-05T15:28:19,INV-01,"PV-01,PV-02",565.82,54.629,100.0,Running,27.22,49.867,0.069259,6.384829,,,,,,
2026-01-05T15:28:19,INV-02,"PV-03,PV-04",565.82,54.144,100.0,Running,29.28,49.187,0.068315,6.42301,,,,,,
